enterprise_id,treatment_285,ent_running,Gender,BlockCode,_weight,age_entrepreneur,CIBILscore,NumberofHouseholdmembers,HighestEducation,Religion,Community,MaritalStatus,OwnRentedHouse,TypeofDwelling,CAPBeneficiary,Typeofownership,Existingbusiness,Category_of_enterprise,Vehicle,Water,Equipmentavailability,Skilledlaboravailability,ECP_Score,HouseholdIncome
e_2070,0,0,Female,B114,,44,750 to 900,2,Middle-   6th to 7th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,80000,Available,Yes,Yes,60,320000
e_2072,0,1,Female,B023,2,35,750 to 900,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,45,145000
e_2073,0,1,Female,B023,1,32,750 to 900,2,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,40000,Available,No,Yes,50,50000
e_2074,0,1,Female,B097,4,39,650 to 750,3,Graduate,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,0,Available,Yes,Yes,55,25000
e_2076,0,0,Female,B120,3,28,650 to 750,3,Post Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,ORANGE,500000,Available,Yes,Yes,55,113000
e_2078,0,1,Female,B004,7,31,750 to 900,4,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,55,74000
e_2079,0,1,Female,B109,8,43,750 to 900,4,Primary - 1st to 5th Standard,Muslim,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,60000,Available,No,No,55,300000
e_208,0,0,Female,B110,2,50,650 to 750,2,Primary - 1st to 5th Standard,Hindu,SC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,35000,Available,No,No,50,120000
e_2080,0,0,Male,B084,1,46,750 to 900,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Rent,Pucca House,No,Individual/Sole Proprietary,Existing,ORANGE,50000,Available,Yes,Yes,45,410000
e_2081,0,1,Female,B070,,31,750 to 900,3,Senior Secondary - 11th to 12th  ,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,50000,Available,No,Yes,60,2548000
e_2082,0,1,Male,B060,1,,650 to 750,1,Graduate,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,100000,Available,No,No,55,12000
e_2086,0,1,Male,B028,,38,650 to 750,2,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,30000,Available,Yes,Yes,60,98000
e_2087,0,1,Female,B050,1,34,650 to 750,3,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,GREEN,100000,Available,Yes,Yes,45,400000
e_2088,0,1,Female,B052,4,34,750 to 900,1,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,100000,Available,No,Yes,40,460000
e_2089,0,0,Female,B085,1,36,650 to 750,1,Post Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,150000,Available,No,Yes,60,30000
e_209,0,1,Female,B120,2,40,-1 to 0,2,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,45000,Available,No,Yes,55,140000
e_2090,0,1,Female,B097,2,36,650 to 750,1,Senior Secondary - 11th to 12th  ,Christian,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,80000,Available,Yes,Yes,50,455000
e_2091,0,1,Female,B085,,43,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,80000,Available,Yes,Yes,55,170000
e_2093,0,0,Female,B091,10,39,650 to 750,2,Middle-   6th to 7th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,300000,Available,No,Yes,60,20000
e_2096,0,1,Female,B118,4,37,750 to 900,1,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Rent,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,70000,Available,No,Yes,50,180000
e_2097,0,0,Female,B053,5,25,750 to 900,1,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,ORANGE,50000,Available,Yes,Yes,55,250000
e_2098,0,1,Female,B099,2,35,550 to 650,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,500000,Available,Yes,Yes,60,120000
e_2099,0,0,Female,B040,4,33,750 to 900,4,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,0,Available,Yes,Yes,50,25000
e_21,0,1,Female,B006,,35,-1 to 0,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,GREEN,45000,Available,No,Yes,60,150000
e_2100,0,1,Female,B109,8,31,550 to 650,5,Senior Secondary - 11th to 12th  ,Christian,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,530000,Available,No,No,55,750000
e_2102,0,0,Female,B091,1,33,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,Others,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,150000,Available,No,Yes,45,500000
e_2103,0,1,Male,B088,,39,750 to 900,1,Post Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,10000,Not Available,No,Yes,55,60000
e_2106,0,0,Male,B060,1,41,650 to 750,5,Secondary - 8th to 10th Standard,Christian,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,30000,Available,Yes,Yes,40,35000
e_2110,0,1,Female,B107,3,38,750 to 900,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Rent,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,55,1300000
e_2111,0,0,Female,B111,1,35,650 to 750,4,Post Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,WHITE,50000,Available,No,Yes,50,150000
e_2112,0,1,Female,B090,1,29,650 to 750,2,Graduate,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,Yes,Yes,60,15000
e_2114,0,0,Female,B044,2,29,750 to 900,1,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,80000,Available,Yes,Yes,45,250000
e_2115,0,0,Male,B010,2,40,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,35000,Available,Yes,Yes,40,5000
e_2116,0,0,Female,B035,3,41,650 to 750,1,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,150000,Available,Yes,Yes,55,42000
e_2117,0,1,Female,B045,1,42,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,80000,Available,Yes,Yes,60,25000
e_2118,0,1,Female,B036,,26,650 to 750,1,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,200000,Available,Yes,Yes,50,200000
e_2119,0,1,Male,B034,4,28,650 to 750,1,Diploma,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,60000,Available,Yes,Yes,45,10000
e_2120,0,0,Female,B008,13,27,650 to 750,3,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,20000,Available,Yes,Yes,40,130000
e_2121,0,1,Female,B071,9,34,650 to 750,3,Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,300000,Available,No,Yes,55,1200000
e_2124,0,1,Male,B075,1,35,650 to 750,1,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,220000,Available,Yes,Yes,50,30000
e_2127,0,1,Female,B108,3,38,650 to 750,3,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,40,130000
e_2128,0,0,Female,B054,2,39,750 to 900,2,Graduate,Muslim,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Not Available,No,Yes,50,279000
e_2132,0,1,Male,B034,,45,750 to 900,4,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,100000,Available,Yes,Yes,45,4000
e_2133,0,1,Female,B066,3,31,750 to 900,3,Graduate,Christian,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,90000,Available,No,Yes,55,400000
e_2134,0,0,Female,B106,1,40,650 to 750,3,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,50,480000
e_2135,0,0,Female,B011,4,38,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,0,Available,Yes,Yes,55,1350000
e_2136,0,0,Male,B094,4,26,650 to 750,3,Post Graduate,Hindu,BC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,0,Available,Yes,Yes,50,500000
e_2139,0,0,Female,B040,10,44,750 to 900,3,Middle-   6th to 7th Standard,Muslim,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,0,Available,Yes,Yes,50,25000
e_2142,0,1,Female,B108,1,35,650 to 750,3,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,70000,Available,Yes,Yes,55,30000
e_2143,0,1,Female,B029,2,29,750 to 900,1,Graduate,Hindu,MBC/DNC,Married,Rent,Pucca House,No,Individual/Sole Proprietary,Existing,ORANGE,60000,Available,Yes,Yes,40,20000
e_2144,0,0,Female,B011,1,32,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,Yes,Yes,60,700000
e_2145,0,1,Female,B007,1,36,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,ORANGE,65000,Available,Yes,Yes,55,80000
e_2146,0,0,Male,B010,5,42,750 to 900,5,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,ORANGE,250000,Available,Yes,Yes,40,300000
e_2147,0,1,Female,B044,4,44,750 to 900,4,Post Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,50000,Available,Yes,Yes,45,795000
e_2148,0,1,Female,B034,2,27,750 to 900,2,Post Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,70000,Available,No,Yes,60,16000
e_215,0,0,Male,B094,1,31,-1 to 0,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,50000,Available,No,Yes,50,375000
e_2152,0,1,Female,B046,,42,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,350000,Available,Yes,Yes,35,500000
e_2153,0,1,Female,B019,3,39,750 to 900,2,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,600000,Available,No,Yes,50,122000
e_2154,0,1,Female,B085,,32,650 to 750,1,Graduate,Hindu,MBC/DNC,Married,Rent,Pucca House,Yes,Co-operative,New,WHITE,25000,Not Available,Yes,Yes,40,680000
e_2156,0,0,Female,B008,4,35,650 to 750,3,Post Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,30000,Available,Yes,Yes,45,190000
e_2159,0,1,Female,B063,2,42,750 to 900,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,30000,Available,Yes,Yes,50,400000
e_2160,0,1,Female,B017,7,35,650 to 750,2,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,500000,Available,Yes,Yes,50,5000
e_2161,0,1,Male,B088,1,49,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,150000,Not Available,Yes,Yes,50,8500
e_2164,0,1,Female,B109,2,43,650 to 750,3,Secondary - 8th to 10th Standard,Christian,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,60000,Available,No,No,60,402000
e_2165,0,0,Male,B017,8,37,650 to 750,3,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,280000,Available,Yes,Yes,45,60000
e_2166,0,0,Female,B070,4,41,650 to 750,3,Primary - 1st to 5th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,30000,Available,Yes,No,50,85000
e_2167,0,0,Female,B108,4,39,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,10000,Available,Yes,Yes,45,30000
e_2168,0,1,Female,B089,7,30,750 to 900,1,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,500000,Available,No,Yes,40,800000
e_2169,0,0,Female,B111,5,31,650 to 750,4,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,45,45000
e_217,0,1,Male,B062,1,42,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,50000,Available,No,Yes,45,80000
e_2171,0,0,Male,B023,8,41,650 to 750,1,Senior Secondary - 11th to 12th  ,Muslim,BC,Married,Rent,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,40,165000
e_2172,0,1,Female,B101,6,40,750 to 900,4,Senior Secondary - 11th to 12th  ,Muslim,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,ORANGE,65000,Available,No,Yes,45,45000
e_2174,0,1,Female,B104,11,39,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,GREEN,30000,Available,Yes,No,50,200000
e_2175,0,1,Female,B009,2,44,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,0,Available,Yes,Yes,50,390000
e_2176,0,1,Female,B045,3,37,650 to 750,3,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,15000,Available,Yes,Yes,55,150000
e_218,0,1,Male,B062,1,40,650 to 750,4,Graduate,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,ORANGE,50000,Available,No,Yes,40,30000
e_2180,0,1,Male,B017,,33,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,60000,Available,Yes,No,50,15000
e_2181,0,1,Female,B001,12,43,750 to 900,3,Senior Secondary - 11th to 12th  ,Christian,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,80000,Available,No,Yes,50,960000
e_2183,0,1,Male,B011,4,45,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,50,56000
e_2184,0,1,Female,B044,5,38,750 to 900,1,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,Yes,Yes,45,35000
e_2185,0,1,Male,B065,5,33,750 to 900,1,Graduate,Hindu,BC,Unmarried,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,60,25000
e_2186,0,1,Male,B097,6,24,750 to 900,1,Post Graduate,Hindu,BC,Unmarried,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,150000,Available,Yes,Yes,50,230000
e_2187,0,1,Female,B018,9,35,750 to 900,1,Graduate,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,300000,Not Available,Yes,Yes,40,390000
e_2188,0,1,Female,B001,13,33,750 to 900,4,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,70000,Available,No,Yes,50,600000
e_2189,0,1,Male,B063,2,27,650 to 750,3,Senior Secondary - 11th to 12th  ,Muslim,BC,Married,Rent,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,80000,Available,Yes,Yes,50,50000
e_219,0,1,Female,B075,,31,-1 to 0,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,35000,Available,No,Yes,40,94000
e_2190,0,1,Female,B045,,40,650 to 750,1,Diploma,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,85000,Available,Yes,Yes,45,35000
e_2191,0,0,Female,B051,5,44,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,ORANGE,60000,Available,Yes,Yes,55,780000
e_2193,0,0,Female,B008,,34,650 to 750,3,Graduate,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,WHITE,300000,Available,Yes,Yes,45,100000
e_2195,0,1,Female,B108,4,40,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,0,Available,Yes,Yes,40,60000
e_2196,0,1,Female,B096,3,34,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,1500000,Available,Yes,Yes,60,850000
e_2198,0,0,Female,B070,3,19,750 to 900,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,Yes,Yes,50,498000
e_2199,0,0,Female,B008,,29,650 to 750,3,Senior Secondary - 11th to 12th  ,Hindu,SC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,150000,Available,Yes,Yes,55,82000
e_220,0,0,Male,B076,2,24,-1 to 0,1,Secondary - 8th to 10th Standard,Hindu,SC,Unmarried,Own,Pucca House,Yes,Individual/Sole Proprietary,New,WHITE,90000,Available,No,Yes,45,70000
e_2201,0,0,Male,B064,5,39,650 to 750,2,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,1000000,Available,Yes,Yes,50,500000
e_2202,0,0,Female,B010,9,36,650 to 750,4,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,120000,Available,Yes,Yes,40,32000
e_2203,0,1,Female,B036,2,26,750 to 900,2,Diploma,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,20000,Available,Yes,Yes,55,200000
e_2204,0,0,Female,B008,3,40,650 to 750,3,Post Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,0,Available,Yes,Yes,40,115000
e_2206,0,1,Female,B097,2,43,750 to 900,4,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,80000,Available,No,Yes,55,55000
e_2208,0,0,Male,B010,8,40,750 to 900,4,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,New,WHITE,150000,Available,Yes,Yes,55,5000
e_2210,0,1,Female,B063,5,32,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,200000,Available,Yes,Yes,60,120000
e_2212,0,1,Female,B097,2,38,750 to 900,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Rent,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,125000,Available,Yes,Yes,60,180000
e_2214,0,0,Female,B064,,32,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,New,WHITE,0,Available,Yes,Yes,50,380000
e_2215,0,1,Female,B112,6,35,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,Others,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,55,312000
e_2216,0,0,Female,B010,2,31,650 to 750,3,Post Graduate,Hindu,MBC/DNC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,124000,Available,Yes,Yes,50,4000
e_2218,0,1,Male,B023,6,22,650 to 750,3,Graduate,Hindu,BC,Unmarried,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,55,286000
e_2219,0,0,Female,B070,10,30,750 to 900,2,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,40000,Available,Yes,Yes,55,225000
e_222,0,0,Male,B032,,32,650 to 750,2,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,60000,Available,No,Yes,50,100000
e_2220,0,0,Female,B090,9,32,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,SC,Married,Rent,Kutcha House,No,Individual/Sole Proprietary,Existing,WHITE,800000,Available,Yes,Yes,60,30000
e_2221,0,1,Male,B047,8,34,750 to 900,2,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Rent,Pucca House,No,Individual/Sole Proprietary,Existing,ORANGE,1120000,Available,Yes,Yes,50,110000
e_2222,0,1,Female,B089,1,28,650 to 750,5,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,100000,Available,Yes,Yes,55,1200000
e_2223,0,0,Female,B048,,40,750 to 900,2,Post Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,0,Available,Yes,Yes,55,150000
e_2224,0,0,Female,B081,2,40,750 to 900,3,Post Graduate,Hindu,BC,Married,Rent,Kutcha House,Yes,Individual/Sole Proprietary,Existing,GREEN,600000,Available,Yes,Yes,55,40000
e_2226,0,0,Female,B111,4,38,650 to 750,4,Secondary - 8th to 10th Standard,Hindu,BC,Married,Rent,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,50000,Available,No,Yes,60,40000
e_2227,0,0,Female,B063,5,31,650 to 750,1,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,500000,Available,Yes,Yes,55,550000
e_2228,0,0,Female,B107,1,35,650 to 750,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,1200000,Available,Yes,Yes,50,60000
e_2229,0,0,Female,B033,10,29,650 to 750,3,Graduate,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,800000,Available,Yes,Yes,40,60000
e_223,0,0,Male,B087,1,27,650 to 750,2,Senior Secondary - 11th to 12th  ,Hindu,MBC/DNC,Unmarried,Own,Kutcha House,No,Individual/Sole Proprietary,New,ORANGE,50000,Available,No,Yes,50,60000
e_2230,0,1,Female,B090,1,39,650 to 750,3,Secondary - 8th to 10th Standard,Christian,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,0,Available,Yes,Yes,55,15000
e_2231,0,0,Female,B079,2,32,750 to 900,6,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,50000,Available,Yes,Yes,55,470500
e_2234,0,1,Male,B076,4,33,750 to 900,1,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,120000,Available,No,Yes,50,500000
e_2235,0,1,Male,B102,,46,750 to 900,3,Senior Secondary - 11th to 12th  ,Hindu,BC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,Existing,WHITE,70000,Available,Yes,Yes,55,10000
e_2236,0,0,Female,B010,5,39,650 to 750,1,Graduate,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,WHITE,80000,Available,Yes,Yes,50,23000
e_224,0,1,Male,B089,1,40,-1 to 0,1,Middle-   6th to 7th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,80000,Available,No,Yes,60,160000
e_2242,0,1,Female,B036,7,23,750 to 900,2,Secondary - 8th to 10th Standard,Hindu,BC,Married,Rent,Kutcha House,Yes,Individual/Sole Proprietary,New,WHITE,0,Available,Yes,Yes,60,470000
e_2244,0,0,Female,B063,1,37,750 to 900,3,Secondary - 8th to 10th Standard,Hindu,BC,Married,Own,Pucca House,Yes,Individual/Sole Proprietary,Existing,WHITE,80000,Available,Yes,Yes,50,336000
e_2246,0,1,Male,B095,12,41,650 to 750,3,Secondary - 8th to 10th Standard,Hindu,MBC/DNC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,1000000,Available,Yes,Yes,55,2700000
e_2247,0,1,Female,B087,1,34,650 to 750,2,Graduate,Hindu,FC,Married,Own,Kutcha House,Yes,Individual/Sole Proprietary,New,ORANGE,50000,Available,No,Yes,55,670000
e_2248,1,1,Male,B107,1,25,750 to 900,1,Graduate,Hindu,SC,Unmarried,Own,Kutcha House,No,Individual/Sole Proprietary,New,WHITE,60000,Available,No,Yes,55,120000
e_2253,1,1,Male,B118,1,37,650 to 750,2,ITI,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,Existing,GREEN,30000,Available,No,Yes,55,21000
e_2256,1,1,Female,B086,1,25,300 to 550,2,Senior Secondary - 11th to 12th  ,Hindu,SC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,WHITE,40000,Available,No,Yes,50,18000
e_2258,1,1,Male,B098,1,38,-1 to 0,1,Secondary - 8th to 10th Standard,Hindu,SC,Married,Own,Kutcha House,No,Individual/Sole Proprietary,New,ORANGE,500000,Available,No,Yes,50,200000
e_226,0,0,Female,B024,1,25,-1 to 0,2,Diploma,Hindu,BC,Married,Own,Pucca House,No,Individual/Sole Proprietary,New,GREEN,160000,Available,No,Yes,60,170000
