"id","personid","pred_outS"
"e_1009","e_1009","0.345557067815718"
"e_1021","e_1021","0.368728600118057"
"e_1029","e_1029","0.449523757676468"
"e_1047","e_1047","0.428616502531535"
"e_1050","e_1050","0.328213730559565"
"e_1066","e_1066","0.33914720035915"
"e_1071","e_1071","0.433665301916913"
"e_1078","e_1078","0.35571325986247"
"e_1079","e_1079","0.437553871666695"
"e_1081","e_1081","0.432116769183204"
"e_1083","e_1083","0.310925157123538"
"e_1084","e_1084","0.383303544648014"
"e_109","e_109","0.41130587964166"
"e_1093","e_1093","0.326812248557205"
"e_1098","e_1098","0.426133337552955"
"e_1106","e_1106","0.430624933129435"
"e_1122","e_1122","0.39880559116224"
"e_1129","e_1129","0.370366492491233"
"e_1134","e_1134","0.328218456211743"
"e_1138","e_1138","0.399960054923941"
"e_114","e_114","0.392252334809393"
"e_1157","e_1157","0.360285257203843"
"e_116","e_116","0.348967035137076"
"e_1165","e_1165","0.426480128288825"
"e_117","e_117","0.437804533752997"
"e_1175","e_1175","0.307519545006563"
"e_1178","e_1178","0.370289695312325"
"e_1184","e_1184","0.411218447869091"
"e_1211","e_1211","0.351140702114884"
"e_1213","e_1213","0.395794139751766"
"e_1218","e_1218","0.440714588190582"
"e_123","e_123","0.403467975182428"
"e_1233","e_1233","0.374284771634926"
"e_1237","e_1237","0.435604466807281"
"e_1249","e_1249","0.44101171308697"
"e_1251","e_1251","0.430905149203341"
"e_1254","e_1254","0.393932960592631"
"e_1259","e_1259","0.355949528549164"
"e_1260","e_1260","0.400815916116729"
"e_1261","e_1261","0.476304250318185"
"e_1267","e_1267","0.37474865948317"
"e_1271","e_1271","0.359929992777459"
"e_1274","e_1274","0.454354927332551"
"e_1276","e_1276","0.379850828623007"
"e_128","e_128","0.352568545380801"
"e_1280","e_1280","0.342593312257263"
"e_1281","e_1281","0.426459813302377"
"e_1283","e_1283","0.346297997480169"
"e_1295","e_1295","0.373790985882224"
"e_1296","e_1296","0.414147164105413"
"e_130","e_130","0.406697523282921"
