"id","personid","pred_inS","pred_inS_alt","pred_inS_drop"
"e_1","e_1","0.385711271567418","0.384411321066458","0.385711271567418"
"e_100","e_100","0.354960502415859","0.354426635610754","0.354960502415859"
"e_1002","e_1002","0.300981515375433","0.304596736957839","0.300981515375433"
"e_1004","e_1004","0.441164627269397","0.441328162329873","0.441164627269397"
"e_1006","e_1006","0.443293787873679","0.443593653991189","0.443293787873679"
"e_1007","e_1007","0.365376005217812","0.369353875804327","0.365376005217812"
"e_1008","e_1008","0.418437761813686","0.419506797117114","0.418437761813686"
"e_101","e_101","0.305377162168125","0.302443016865312","0.305377162168125"
"e_1010","e_1010","0.328294618190235","0.326701552167836","0.328294618190235"
"e_1012","e_1012","0.319298814075587","0.318265158991992","0.319298814075587"
"e_1013","e_1013","0.477646118530636","0.480485217348909","0.477646118530636"
"e_1015","e_1015","0.408745270387815","0.40957981184847","0.408745270387815"
"e_1017","e_1017","0.346347010038821","0.347276547390132","0.346347010038821"
"e_1018","e_1018","0.486778764337876","0.487035478528627","0.486778764337876"
"e_1019","e_1019","0.438740149960921","0.437450948608423","0.438740149960921"
"e_102","e_102","0.387264566574224","0.391409079617116","0.387264566574224"
"e_1020","e_1020","0.455577577482296","0.45673227703536","0.455577577482296"
"e_1023","e_1023","0.305633354953105","0.301072041765488","0.305633354953105"
"e_1024","e_1024","0.445096188280145","0.446722892243461","0.445096188280145"
"e_1025","e_1025","0.348212159318586","0.347115581026369","0.348212159318586"
"e_1026","e_1026","0.300705103920719","0.298228425460069","0.300705103920719"
"e_1027","e_1027","0.33197941167633","0.331473847159388","0.33197941167633"
"e_103","e_103","0.411307970981609","0.408928286860151","0.411307970981609"
"e_1030","e_1030","0.454844879555575","0.453154310974244","0.454844879555575"
"e_1033","e_1033","0.416357202481607","0.414907505042729","0.416357202481607"
"e_1036","e_1036","0.401560586743274","0.397648520576344","0.401560586743274"
"e_1038","e_1038","0.392546401742537","0.394489540030325","0.392546401742537"
"e_1039","e_1039","0.440667409163385","0.441023138199235","0.440667409163385"
"e_1049","e_1049","0.399504177655216","0.396864416783301","0.399504177655216"
"e_1051","e_1051","0.386779568986191","0.389687629924757","0.386779568986191"
"e_1052","e_1052","0.296837418290082","0.297826546688007","0.296837418290082"
"e_1053","e_1053","0.443074334004725","0.442389954006247","0.443074334004725"
"e_1054","e_1054","0.355339487798517","0.357415615563667","0.355339487798517"
"e_1056","e_1056","0.32221659354341","0.324253310168031","0.32221659354341"
"e_1057","e_1057","0.300048856403458","0.301954407064265","0.300048856403458"
"e_1058","e_1058","0.435826848992365","0.437424060662141","0.435826848992365"
"e_1059","e_1059","0.351052687692866","0.35233742778039","0.351052687692866"
"e_1060","e_1060","0.385203350033836","0.385059753858562","0.385203350033836"
"e_1062","e_1062","0.348722378812591","0.348012738134266","0.348722378812591"
"e_1064","e_1064","0.366870281809946","0.365987828716026","0.366870281809946"
"e_1065","e_1065","0.305965798718454","0.304354516068042","0.305965798718454"
"e_1070","e_1070","0.455303207963456","0.454820970829011","0.455303207963456"
"e_1072","e_1072","0.453650617479111","0.450715694916011","0.453650617479111"
"e_1073","e_1073","0.317537726303526","0.322568338090222","0.317537726303526"
"e_1075","e_1075","0.418652449582872","0.421454160619733","0.418652449582872"
