"id","personid","pred_inS","pred_inS_alt","pred_inS_drop"
"e_100","e_100","0.365252588154276","0.363967667443912","0.365252588154276"
"e_1002","e_1002","0.335774331898832","0.335246637564357","0.335774331898832"
"e_1006","e_1006","0.45500806873182","0.458581491781665","0.45500806873182"
"e_1007","e_1007","0.362982473873176","0.36314411817111","0.362982473873176"
"e_1009","e_1009","0.36312350130849","0.363419900428641","0.36312350130849"
"e_101","e_101","0.347870666687426","0.351802545859736","0.347870666687426"
"e_1010","e_1010","0.3279029056689","0.32895958098113","0.3279029056689"
"e_1012","e_1012","0.336851498438292","0.333951277188317","0.336851498438292"
"e_1017","e_1017","0.344214002989509","0.342639355705904","0.344214002989509"
"e_1019","e_1019","0.462063868342569","0.461042164190523","0.462063868342569"
"e_1021","e_1021","0.369751353969351","0.372557627644906","0.369751353969351"
"e_1023","e_1023","0.343648656686107","0.344473549330605","0.343648656686107"
"e_1024","e_1024","0.459989419579075","0.460908209789067","0.459989419579075"
"e_1025","e_1025","0.369050497823215","0.369304243931314","0.369050497823215"
"e_1029","e_1029","0.472628580300537","0.471354284458941","0.472628580300537"
"e_103","e_103","0.441981100378786","0.446077695317788","0.441981100378786"
"e_1030","e_1030","0.444673749147871","0.445815098275307","0.444673749147871"
"e_1033","e_1033","0.43471159675222","0.430203020635748","0.43471159675222"
"e_1038","e_1038","0.438335425165623","0.439943321474407","0.438335425165623"
"e_1039","e_1039","0.44882057741736","0.447736677563355","0.44882057741736"
"e_1047","e_1047","0.470233451252074","0.467785407696069","0.470233451252074"
"e_1050","e_1050","0.326208561486717","0.325708842214511","0.326208561486717"
"e_1051","e_1051","0.373478862434585","0.371126691786912","0.373478862434585"
"e_1052","e_1052","0.332865421694558","0.331194399158824","0.332865421694558"
"e_1054","e_1054","0.384464123115366","0.383031186813868","0.384464123115366"
"e_1056","e_1056","0.333220602053942","0.329353766482518","0.333220602053942"
"e_1057","e_1057","0.324293921717806","0.326214593795116","0.324293921717806"
"e_1059","e_1059","0.366580228332034","0.366931844493653","0.366580228332034"
"e_1062","e_1062","0.34276098470309","0.340151744264915","0.34276098470309"
"e_1064","e_1064","0.363258504100206","0.366132942568597","0.363258504100206"
"e_1065","e_1065","0.342611094355937","0.343588786631731","0.342611094355937"
"e_1066","e_1066","0.342895450248813","0.342218982927054","0.342895450248813"
"e_1070","e_1070","0.450640193551504","0.452692317506095","0.450640193551504"
"e_1071","e_1071","0.435239972603261","0.437253141081742","0.435239972603261"
