"id","personid","pred_inS","pred_inS_alt","pred_inS_drop"
"e_1","e_1","0.356521990355404","0.354820539541146","0.356521990355404"
"e_1002","e_1002","0.285657254307583","0.284958498386047","0.285657254307583"
"e_1004","e_1004","0.470152121326955","0.474883933577163","0.470152121326955"
"e_1006","e_1006","0.451120951443239","0.451334995640769","0.451120951443239"
"e_1007","e_1007","0.348181317029749","0.348573799243055","0.348181317029749"
"e_1008","e_1008","0.436893752026509","0.442100220383141","0.436893752026509"
"e_1009","e_1009","0.347210463904671","0.34860967947953","0.347210463904671"
"e_1010","e_1010","0.306690714850663","0.302850334843168","0.306690714850663"
"e_1012","e_1012","0.288738386960753","0.286653289505907","0.288738386960753"
"e_1013","e_1013","0.44078718900301","0.439434281117405","0.44078718900301"
"e_1015","e_1015","0.431096034495287","0.434812012136391","0.431096034495287"
"e_1018","e_1018","0.455222565936717","0.456314862333169","0.455222565936717"
"e_102","e_102","0.458304568991357","0.459521201533983","0.458304568991357"
"e_1020","e_1020","0.457137820688423","0.457473823150488","0.457137820688423"
"e_1021","e_1021","0.325733272372226","0.324045890668591","0.325733272372226"
"e_1023","e_1023","0.294006713329448","0.299431293024077","0.294006713329448"
"e_1024","e_1024","0.451761911777007","0.453273249703592","0.451761911777007"
"e_1026","e_1026","0.290449651930043","0.284479539966992","0.290449651930043"
"e_1027","e_1027","0.3095864334099","0.311715558158032","0.3095864334099"
"e_1029","e_1029","0.451668801947082","0.450233536506735","0.451668801947082"
"e_103","e_103","0.430140817373085","0.42689919657259","0.430140817373085"
"e_1030","e_1030","0.430770232673358","0.430108520432488","0.430770232673358"
"e_1033","e_1033","0.436118357385307","0.43300368841665","0.436118357385307"
"e_1036","e_1036","0.358115744469862","0.355903029995627","0.358115744469862"
"e_1038","e_1038","0.471816700209987","0.469919251894852","0.471816700209987"
"e_1047","e_1047","0.476142029538383","0.471021689832957","0.476142029538383"
"e_1049","e_1049","0.424992614999274","0.427535907393508","0.424992614999274"
"e_1050","e_1050","0.301464794183723","0.30193039303326","0.301464794183723"
"e_1051","e_1051","0.354853170345865","0.351398097801451","0.354853170345865"
"e_1052","e_1052","0.291416871126513","0.295223110401146","0.291416871126513"
"e_1053","e_1053","0.410678630647252","0.411973259417203","0.410678630647252"
"e_1056","e_1056","0.307005457698423","0.306109701356306","0.307005457698423"
"e_1057","e_1057","0.284766625202849","0.287483981959055","0.284766625202849"
"e_1058","e_1058","0.456671407682095","0.459337180845623","0.456671407682095"
"e_1059","e_1059","0.318204083532693","0.320698179054826","0.318204083532693"
"e_1060","e_1060","0.365042731096731","0.367133254615954","0.365042731096731"
"e_1062","e_1062","0.314677301101561","0.316358843642152","0.314677301101561"
"e_1065","e_1065","0.284955908040403","0.28476796101537","0.284955908040403"
"e_1066","e_1066","0.319362679293545","0.318433860304611","0.319362679293545"
"e_1070","e_1070","0.449538351212058","0.448383345283689","0.449538351212058"
"e_1071","e_1071","0.423213293351543","0.421104352914566","0.423213293351543"
"e_1072","e_1072","0.421211975015077","0.420580795009022","0.421211975015077"
"e_1073","e_1073","0.292762370901635","0.288920973570675","0.292762370901635"
"e_1076","e_1076","0.433910348678528","0.440494705940105","0.433910348678528"
"e_1078","e_1078","0.344035487922581","0.347702530261086","0.344035487922581"
"e_1079","e_1079","0.446579900422421","0.443170449851026","0.446579900422421"
"e_1081","e_1081","0.433693803304906","0.432470755104171","0.433693803304906"
"e_1083","e_1083","0.321794452590231","0.320377814532388","0.321794452590231"
"e_1084","e_1084","0.46345758745817","0.465825348294612","0.46345758745817"
"e_1086","e_1086","0.437811218498658","0.437558132808129","0.437811218498658"
"e_1087","e_1087","0.440170239181347","0.44093924492594","0.440170239181347"
"e_109","e_109","0.44344745647508","0.44336079633127","0.44344745647508"
"e_1093","e_1093","0.291960558913933","0.291830415927499","0.291960558913933"
"e_1094","e_1094","0.331651579379311","0.335806281701982","0.331651579379311"
"e_1095","e_1095","0.338055663912995","0.337370284932215","0.338055663912995"
"e_1098","e_1098","0.46243840955399","0.467041999666381","0.46243840955399"
"e_1099","e_1099","0.32201272318045","0.317311133136259","0.32201272318045"
"e_110","e_110","0.461620937491476","0.463395664986708","0.461620937491476"
"e_1100","e_1100","0.295014499404459","0.295390487023787","0.295014499404459"
"e_1101","e_1101","0.414413664230506","0.41506920378915","0.414413664230506"
"e_1106","e_1106","0.454981518177489","0.456133999843802","0.454981518177489"
"e_1109","e_1109","0.447764685521377","0.446239768866085","0.447764685521377"
"e_1111","e_1111","0.339934682451859","0.338923155942637","0.339934682451859"
"e_1117","e_1117","0.32324654836258","0.32015443200457","0.32324654836258"
"e_1122","e_1122","0.424766283863005","0.421512618755129","0.424766283863005"
"e_1123","e_1123","0.463074961673014","0.463996391635662","0.463074961673014"
"e_1126","e_1126","0.359115320894894","0.360475963230557","0.359115320894894"
"e_1127","e_1127","0.478538176872805","0.478699083212419","0.478538176872805"
"e_1128","e_1128","0.307704108713198","0.310503860573676","0.307704108713198"
"e_1129","e_1129","0.41487147140839","0.421094967967275","0.41487147140839"
"e_113","e_113","0.302944230556454","0.301453594197048","0.302944230556454"
"e_1130","e_1130","0.428632242144639","0.421622236825254","0.428632242144639"
"e_1134","e_1134","0.297972677927232","0.301025825092328","0.297972677927232"
"e_1137","e_1137","0.431794473809013","0.429641534207818","0.431794473809013"
"e_1138","e_1138","0.434179775807751","0.432091169767675","0.434179775807751"
"e_114","e_114","0.473556407066911","0.476669761327321","0.473556407066911"
"e_1142","e_1142","0.353768968997025","0.352904476011993","0.353768968997025"
"e_1145","e_1145","0.373525264548941","0.36981949935063","0.373525264548941"
"e_1149","e_1149","0.350489173919196","0.35103956171061","0.350489173919196"
"e_1153","e_1153","0.440245914024928","0.439824277825088","0.440245914024928"
"e_1154","e_1154","0.440931856739382","0.440949355231695","0.440931856739382"
"e_1155","e_1155","0.434527513020683","0.435697118972782","0.434527513020683"
"e_1156","e_1156","0.476601996763431","0.47547677425504","0.476601996763431"
"e_1157","e_1157","0.351864633809135","0.353820784821066","0.351864633809135"
"e_1158","e_1158","0.354830754861637","0.354161417946738","0.354830754861637"
"e_116","e_116","0.329612177540948","0.330619376865545","0.329612177540948"
"e_1160","e_1160","0.452536777748347","0.455866481087845","0.452536777748347"
"e_1161","e_1161","0.450899887983455","0.452220979999645","0.450899887983455"
"e_1162","e_1162","0.329961733068961","0.328972293893493","0.329961733068961"
"e_1165","e_1165","0.389385881690505","0.392873347506126","0.389385881690505"
"e_1167","e_1167","0.36785603430881","0.370872040365618","0.36785603430881"
"e_1169","e_1169","0.313988365410239","0.315653148633259","0.313988365410239"
"e_117","e_117","0.442812382776468","0.443537107048777","0.442812382776468"
"e_1173","e_1173","0.440091393076111","0.43818524191517","0.440091393076111"
"e_1175","e_1175","0.279797646232702","0.283928215028534","0.279797646232702"
"e_1177","e_1177","0.452736457221848","0.450914233241913","0.452736457221848"
"e_1178","e_1178","0.343214965193771","0.349855110086621","0.343214965193771"
"e_118","e_118","0.480187043592047","0.484839630397385","0.480187043592047"
"e_1181","e_1181","0.443110051277213","0.442394529433616","0.443110051277213"
"e_1184","e_1184","0.421206751541856","0.418090818338798","0.421206751541856"
"e_1186","e_1186","0.373214332053967","0.371057731970279","0.373214332053967"
"e_1187","e_1187","0.381718967545473","0.382498796247759","0.381718967545473"
"e_1188","e_1188","0.322563553367952","0.321814664276941","0.322563553367952"
"e_1189","e_1189","0.471360466674354","0.470305422369804","0.471360466674354"
"e_119","e_119","0.445456204958881","0.442567351186027","0.445456204958881"
"e_1195","e_1195","0.31128729124762","0.311150599386856","0.31128729124762"
"e_1196","e_1196","0.314242156402641","0.311859401046744","0.314242156402641"
"e_120","e_120","0.346762596602922","0.341699180942314","0.346762596602922"
"e_1203","e_1203","0.36578152589816","0.364627262146425","0.36578152589816"
"e_1205","e_1205","0.437762456273375","0.440552278700816","0.437762456273375"
"e_1210","e_1210","0.344018875616874","0.342272279553276","0.344018875616874"
"e_1211","e_1211","0.337023376473222","0.338868989922178","0.337023376473222"
"e_1213","e_1213","0.45292817147756","0.448016721946567","0.45292817147756"
"e_1215","e_1215","0.348319952719198","0.348151281783958","0.348319952719198"
"e_1218","e_1218","0.45769188822377","0.459268666475452","0.45769188822377"
"e_1219","e_1219","0.339926514112833","0.340840733377179","0.339926514112833"
"e_122","e_122","0.360114433780465","0.360435237811271","0.360114433780465"
"e_1221","e_1221","0.440278769144625","0.438333760889161","0.440278769144625"
"e_1222","e_1222","0.439007352429791","0.436427882366586","0.439007352429791"
"e_1223","e_1223","0.426182545950283","0.423073570965557","0.426182545950283"
"e_1225","e_1225","0.444642552458867","0.444999695360011","0.444642552458867"
"e_1227","e_1227","0.2825797691761","0.279703495311731","0.2825797691761"
"e_1228","e_1228","0.418381445917751","0.416892247649889","0.418381445917751"
"e_1229","e_1229","0.347889233386194","0.347111807512972","0.347889233386194"
"e_123","e_123","0.424701525188068","0.43029898607594","0.424701525188068"
"e_1233","e_1233","0.351686222196867","0.349707080555444","0.351686222196867"
"e_1237","e_1237","0.412771603504089","0.413486172776711","0.412771603504089"
"e_1238","e_1238","0.365378232897352","0.365614900720096","0.365378232897352"
"e_1243","e_1243","0.298581816815726","0.295661883071224","0.298581816815726"
"e_1244","e_1244","0.318471802559389","0.31825533070741","0.318471802559389"
"e_1249","e_1249","0.4317615299414","0.436146791369653","0.4317615299414"
"e_125","e_125","0.452717443846032","0.454088086698184","0.452717443846032"
"e_1250","e_1250","0.31323482073783","0.313359992614843","0.31323482073783"
"e_1251","e_1251","0.4500191312801","0.448736546418782","0.4500191312801"
"e_1252","e_1252","0.424339533075149","0.41810643592195","0.424339533075149"
"e_1253","e_1253","0.309569295319438","0.313003725762231","0.309569295319438"
"e_1254","e_1254","0.378359638040638","0.373925534162441","0.378359638040638"
"e_1256","e_1256","0.431097157398954","0.433343435721009","0.431097157398954"
"e_1258","e_1258","0.350653221332476","0.35644873776986","0.350653221332476"
"e_1259","e_1259","0.329534048182014","0.325150783343392","0.329534048182014"
"e_1260","e_1260","0.365992189546046","0.368122614902083","0.365992189546046"
"e_1261","e_1261","0.472400615854315","0.471604655968128","0.472400615854315"
"e_1262","e_1262","0.311889738274048","0.307117138472142","0.311889738274048"
"e_1263","e_1263","0.330288390970558","0.325690274123359","0.330288390970558"
"e_1265","e_1265","0.321529125844672","0.316667299923504","0.321529125844672"
"e_1267","e_1267","0.362434619281635","0.36082293224403","0.362434619281635"
"e_1268","e_1268","0.456362486421039","0.451924996147133","0.456362486421039"
"e_1269","e_1269","0.319686458258314","0.321774785486662","0.319686458258314"
"e_1270","e_1270","0.432013305357111","0.438388661875931","0.432013305357111"
"e_1271","e_1271","0.344134303638115","0.340227231020607","0.344134303638115"
"e_1272","e_1272","0.337118983284217","0.339510343036784","0.337118983284217"
"e_1274","e_1274","0.467639720040826","0.469974322008277","0.467639720040826"
"e_1276","e_1276","0.337366226424444","0.338374702621278","0.337366226424444"
"e_1279","e_1279","0.465550879024016","0.462489723357779","0.465550879024016"
"e_128","e_128","0.328065069877675","0.327702444425405","0.328065069877675"
"e_1280","e_1280","0.316111454655829","0.315260251085658","0.316111454655829"
"e_1281","e_1281","0.459875446767546","0.461584529054366","0.459875446767546"
"e_1283","e_1283","0.320512230298051","0.319381608068999","0.320512230298051"
"e_1290","e_1290","0.357477892055268","0.360443716127214","0.357477892055268"
"e_1293","e_1293","0.365058722647143","0.363921597583149","0.365058722647143"
"e_1295","e_1295","0.333875653531225","0.337071397701924","0.333875653531225"
"e_1296","e_1296","0.458960883376821","0.455775868856969","0.458960883376821"
"e_1298","e_1298","0.293266040670077","0.289440553906337","0.293266040670077"
"e_1299","e_1299","0.37970306400281","0.389541975060358","0.37970306400281"
"e_13","e_13","0.454333016396193","0.453067550738286","0.454333016396193"
"e_130","e_130","0.386362444066812","0.387267781491519","0.386362444066812"
"e_1300","e_1300","0.43835146737123","0.440283918846828","0.43835146737123"
"e_1305","e_1305","0.424236820523799","0.422768194822401","0.424236820523799"
"e_1308","e_1308","0.405095286665539","0.406664338508498","0.405095286665539"
"e_1309","e_1309","0.438356836921332","0.439476912341939","0.438356836921332"
"e_131","e_131","0.455074038266693","0.454420201936147","0.455074038266693"
"e_1310","e_1310","0.287823971155835","0.288022182952798","0.287823971155835"
"e_1311","e_1311","0.325950213327796","0.325846794460323","0.325950213327796"
"e_1316","e_1316","0.325355180880504","0.331816578871597","0.325355180880504"
"e_1317","e_1317","0.3388094327089","0.33655893902126","0.3388094327089"
"e_1319","e_1319","0.382506521596938","0.379179376604094","0.382506521596938"
"e_132","e_132","0.364993048967315","0.365107764214863","0.364993048967315"
"e_1321","e_1321","0.348352126677063","0.349294661338829","0.348352126677063"
"e_1323","e_1323","0.44781459977699","0.449139765702045","0.44781459977699"
"e_1324","e_1324","0.44545948535947","0.444068013538408","0.44545948535947"
"e_1325","e_1325","0.306961442526351","0.303733475124742","0.306961442526351"
"e_133","e_133","0.429555144831072","0.433389829637872","0.429555144831072"
"e_1333","e_1333","0.303105124702722","0.30204368172844","0.303105124702722"
"e_1335","e_1335","0.288724641675625","0.286097181278424","0.288724641675625"
"e_1336","e_1336","0.321844622937047","0.321127342770745","0.321844622937047"
"e_1338","e_1338","0.454868994231228","0.454270422129023","0.454868994231228"
"e_134","e_134","0.425632211892319","0.429001626410704","0.425632211892319"
"e_1340","e_1340","0.394693155580167","0.39495039482989","0.394693155580167"
"e_1341","e_1341","0.335448476758231","0.337737577872059","0.335448476758231"
"e_1343","e_1343","0.352622953677904","0.351107239633242","0.352622953677904"
"e_1345","e_1345","0.383978117194492","0.384629114519435","0.383978117194492"
"e_1347","e_1347","0.460323502413862","0.459337844764181","0.460323502413862"
"e_135","e_135","0.299523670818252","0.299810800548181","0.299523670818252"
"e_1353","e_1353","0.453013770703468","0.450295692364367","0.453013770703468"
"e_1355","e_1355","0.354975292992183","0.350996057944362","0.354975292992183"
"e_1356","e_1356","0.449114273146973","0.455177266892784","0.449114273146973"
"e_1357","e_1357","0.350786441922121","0.352610029661314","0.350786441922121"
"e_1361","e_1361","0.344735766155086","0.340937248431452","0.344735766155086"
"e_1362","e_1362","0.34063418836533","0.338778855751007","0.34063418836533"
"e_1365","e_1365","0.450419025453323","0.446820232057692","0.450419025453323"
"e_1366","e_1366","0.384192370626455","0.390867357633508","0.384192370626455"
"e_1367","e_1367","0.388232736661001","0.39221686360948","0.388232736661001"
"e_1372","e_1372","0.355129278773216","0.354324370878667","0.355129278773216"
"e_1373","e_1373","0.42860350095101","0.430252489591401","0.42860350095101"
"e_1378","e_1378","0.306818515619485","0.305560692828964","0.306818515619485"
"e_138","e_138","0.421465493264625","0.420019737910908","0.421465493264625"
"e_1380","e_1380","0.449874045650546","0.447480063059438","0.449874045650546"
"e_1382","e_1382","0.322946160126767","0.321141064686645","0.322946160126767"
"e_1383","e_1383","0.317235578622895","0.322247282292524","0.317235578622895"
"e_1385","e_1385","0.416753881079844","0.416589866464784","0.416753881079844"
"e_1387","e_1387","0.30366023311975","0.304022229052783","0.30366023311975"
"e_1388","e_1388","0.475888372655425","0.476628141061182","0.475888372655425"
"e_1396","e_1396","0.326482498904887","0.330223958680884","0.326482498904887"
"e_1397","e_1397","0.305400448229791","0.303833819544368","0.305400448229791"
"e_1398","e_1398","0.413552666883639","0.410539686552417","0.413552666883639"
"e_1399","e_1399","0.439448479590629","0.444535437298113","0.439448479590629"
"e_1400","e_1400","0.451158701277987","0.449819450377004","0.451158701277987"
"e_1401","e_1401","0.448924913866265","0.446729883286642","0.448924913866265"
"e_1402","e_1402","0.2854369672909","0.281683980131319","0.2854369672909"
"e_1404","e_1404","0.438039960791413","0.434139915133277","0.438039960791413"
"e_1406","e_1406","0.353579219395188","0.351836792851375","0.353579219395188"
"e_1408","e_1408","0.377366484759463","0.379242520726924","0.377366484759463"
"e_1409","e_1409","0.347227201993036","0.350596397481368","0.347227201993036"
"e_1414","e_1414","0.294185206988992","0.296333251758106","0.294185206988992"
"e_1415","e_1415","0.354642885446632","0.353538921326051","0.354642885446632"
"e_1416","e_1416","0.413811319822232","0.413992704294939","0.413811319822232"
"e_1417","e_1417","0.379359535603904","0.37722057339524","0.379359535603904"
"e_1418","e_1418","0.295791402756243","0.293614124523876","0.295791402756243"
"e_1419","e_1419","0.462474137579517","0.465159694607868","0.462474137579517"
"e_142","e_142","0.462214903293442","0.459131841914329","0.462214903293442"
"e_1420","e_1420","0.291437973962141","0.297373711812955","0.291437973962141"
"e_1423","e_1423","0.348822734226473","0.348548548634928","0.348822734226473"
"e_1430","e_1430","0.476747455818345","0.477398737035475","0.476747455818345"
"e_1434","e_1434","0.34913341817841","0.346891449999578","0.34913341817841"
"e_1438","e_1438","0.443818029596605","0.442074342587348","0.443818029596605"
"e_1440","e_1440","0.342315296313962","0.33831719544288","0.342315296313962"
"e_1441","e_1441","0.460281861567445","0.459726550104923","0.460281861567445"
"e_1443","e_1443","0.472851476711602","0.474123392732224","0.472851476711602"
"e_1444","e_1444","0.389866709871164","0.390851209186763","0.389866709871164"
"e_1445","e_1445","0.306591775817475","0.304219244735257","0.306591775817475"
"e_1447","e_1447","0.298979387898443","0.296585347224767","0.298979387898443"
"e_1450","e_1450","0.323500118623812","0.321975580629165","0.323500118623812"
"e_1452","e_1452","0.424393549302628","0.428935180434234","0.424393549302628"
