"id","personid","pred_outS"
"e_1","e_1","0.375866419489529"
"e_1004","e_1004","0.466847577345086"
"e_1008","e_1008","0.442312049942789"
"e_1013","e_1013","0.459763449542766"
"e_1015","e_1015","0.401729088570807"
"e_1018","e_1018","0.467842440753158"
"e_102","e_102","0.436660743564956"
"e_1020","e_1020","0.445206310145521"
"e_1026","e_1026","0.32894646435297"
"e_1027","e_1027","0.357551478136027"
"e_1036","e_1036","0.439997957244218"
"e_1049","e_1049","0.414621597865835"
"e_1053","e_1053","0.429990186632259"
"e_1058","e_1058","0.474732985957111"
"e_1060","e_1060","0.410078379164048"
"e_1076","e_1076","0.456047382399196"
"e_1086","e_1086","0.466251449105943"
"e_1087","e_1087","0.430742879469323"
"e_1094","e_1094","0.345183929008889"
"e_1100","e_1100","0.34738159919448"
"e_1109","e_1109","0.445589207211253"
"e_1111","e_1111","0.342097396539201"
"e_1117","e_1117","0.333870727082133"
"e_1123","e_1123","0.465080179662663"
"e_1128","e_1128","0.345158773596123"
"e_1142","e_1142","0.435731819868082"
"e_1145","e_1145","0.418382049658759"
"e_1149","e_1149","0.410173727991347"
"e_1155","e_1155","0.457340440041049"
"e_1160","e_1160","0.406568476052603"
"e_1162","e_1162","0.415352215382693"
"e_1173","e_1173","0.441290982875295"
"e_1177","e_1177","0.454537661860817"
"e_118","e_118","0.463640990870253"
"e_1181","e_1181","0.43669413468608"
"e_1186","e_1186","0.407777299492968"
"e_1189","e_1189","0.459731848302149"
"e_1195","e_1195","0.342280962083828"
"e_1203","e_1203","0.386144599241014"
"e_1205","e_1205","0.410088019437981"
"e_1227","e_1227","0.332042837734603"
"e_1228","e_1228","0.407529513201938"
"e_1250","e_1250","0.34848594158279"
"e_1252","e_1252","0.42357235932492"
"e_1263","e_1263","0.356057177301325"
"e_1265","e_1265","0.35363311578355"
"e_1268","e_1268","0.444646490249038"
"e_1269","e_1269","0.339018857863847"
"e_1270","e_1270","0.434811486579828"
"e_1272","e_1272","0.361678812377771"
"e_1279","e_1279","0.458505281461169"
"e_1293","e_1293","0.393456681564451"
"e_1298","e_1298","0.329508299458649"
"e_1299","e_1299","0.436665217240644"
"e_13","e_13","0.463434100305017"
"e_1300","e_1300","0.422863110056195"
"e_1308","e_1308","0.418086644413419"
"e_1309","e_1309","0.444874437042188"
"e_1310","e_1310","0.341171503450176"
"e_1311","e_1311","0.359691934127762"
"e_132","e_132","0.440895694309872"
"e_1321","e_1321","0.357463157115261"
"e_1323","e_1323","0.456068019136619"
"e_1333","e_1333","0.337344497788848"
"e_1335","e_1335","0.35447824081903"
"e_1336","e_1336","0.352682330056846"
"e_1338","e_1338","0.47644171419684"
"e_1343","e_1343","0.435892731177206"
"e_1345","e_1345","0.422499716051065"
"e_135","e_135","0.367624398564923"
"e_138","e_138","0.389486103001221"
"e_1380","e_1380","0.458645240829592"
"e_1383","e_1383","0.372510177899498"
"e_1387","e_1387","0.358381528100348"
"e_1400","e_1400","0.45664847515277"
"e_1402","e_1402","0.341177207219249"
"e_1406","e_1406","0.437140758858724"
"e_1409","e_1409","0.423181491443947"
"e_1414","e_1414","0.33976419208781"
"e_142","e_142","0.430375629007429"
"e_1420","e_1420","0.327860991840481"
"e_1423","e_1423","0.388526973803946"
"e_1434","e_1434","0.371053972618636"
"e_1445","e_1445","0.342017722206511"
"e_1450","e_1450","0.331428041805795"
"e_1452","e_1452","0.416768567877811"
"e_1458","e_1458","0.46126942564591"
"e_1459","e_1459","0.332746176308794"
"e_1461","e_1461","0.428213900535989"
"e_1462","e_1462","0.42997128166815"
"e_1468","e_1468","0.427623103467922"
"e_1470","e_1470","0.339347514130921"
"e_1473","e_1473","0.322474336004018"
"e_1482","e_1482","0.439682443919611"
"e_1492","e_1492","0.382382516132018"
"e_1495","e_1495","0.323094230254666"
"e_150","e_150","0.390429342761982"
"e_1507","e_1507","0.408057329140248"
"e_1520","e_1520","0.328410556539103"
"e_1521","e_1521","0.387053074783744"
"e_1523","e_1523","0.438543809431703"
"e_1527","e_1527","0.335250890210079"
"e_1535","e_1535","0.415609480381519"
"e_1538","e_1538","0.355246274966832"
"e_1544","e_1544","0.429259498389544"
"e_1548","e_1548","0.429946530065918"
"e_1549","e_1549","0.476998629196771"
"e_1551","e_1551","0.377236863406464"
"e_1552","e_1552","0.368765433505703"
"e_1565","e_1565","0.468464571731367"
"e_1588","e_1588","0.44843692726637"
"e_1590","e_1590","0.473563681353642"
"e_1594","e_1594","0.404463133163466"
"e_1602","e_1602","0.415232223758016"
"e_1603","e_1603","0.464780005603596"
"e_1604","e_1604","0.456759023859801"
"e_161","e_161","0.436967168370659"
"e_1619","e_1619","0.464493182258849"
"e_1623","e_1623","0.33711994145661"
"e_1631","e_1631","0.367379607169962"
"e_1633","e_1633","0.42837599121782"
"e_1635","e_1635","0.450793363135488"
"e_1637","e_1637","0.451553744375705"
"e_1655","e_1655","0.434623761620529"
"e_1658","e_1658","0.411558275771399"
"e_1688","e_1688","0.334202726579067"
